traditional
啾啾唧唧
喀喀嚓嚓
咔咔嚓嚓
咔噔咔噔
咔啦咔啦
卡嚓卡嚓
卡搭卡搭
卡拉卡拉
吭哧吭哧
吭吃吭吃
吭吭哧哧
吭吭哈哈
孔咚孔咚
哐哧哐哧
哐噹哐噹
伶伶朗朗
咪嗚咪嗚
呢呢喃喃
啪嗒啪嗒
啪噠啪噠
啪啦啪啦
砰砰叭叭
呯嗵呯嗵
嘭咚嘭咚
噼哩啪啦
噼里啪啦
劈咧啪啦
噼噼叭叭
噼噼啪啪
劈啦劈啦
劈哩叭啦
劈里啪啦
劈哩扑嚕
劈劈拍拍
乒乒乓乓
噗嚓噗嚓
噗得噗得
噗咚噗咚
噗喇噗喇
噗嚕噗嚕
噗通噗通
扑嚓扑嚓
扑哧扑哧
扑嗤扑嗤
扑哩扑通
扑嚕扑嚕
扑落扑落
扑踏扑踏
扑騰扑騰
扑通扑通
扑嗵扑嗵
啛啛唧唧
嘁喳嘁喳
嘁嘁喳喳
嘁嘁嚓嚓
嘁嘁嘈嘈
七嗵咕冬
鏘鏘朗朗
取律律律
沙沙啦啦
刷拉刷拉
嘶嘶啦啦
嗖嗖吱吱
颼颼殺殺
簌簌落落
鏜啷鏜啷
踢踢踏踏
踢通踢通
通哐通哐
哇啦哇啦
哇哩哇啦
嗡嗡嚶嚶
嗡嗡營營
喔哧喔哧
嗚隆嗚隆
嗚嚕嗚嚕
嗚嗚啕啕
嗚嗚哇哇
嗚嗚咽咽
唔唔呀呀
嘻哩哈啦
嘻嘻哈哈
㗭㗭嗦嗦
窸窸窣窣
悉悉沙沙
淅瀝淅瀝
淅淅颯颯
淅淅沙沙
唏哩嘩啦
稀哩嘩啦
唏哩嘩啷
唏唏呼呼
蕭蕭颯颯
蕭蕭瑟瑟
屑屑索索
咿啞咿啞
咿咿唔唔
咿呀咿呀
咿咿啞啞
營營嗡嗡
呦呦詵詵
幽幽咽咽
噪噪切切
嘖嘖喳喳
喳叭喳叭
錚錚琮琮
錚錚淙淙
吱嘎吱嘎
吱呀吱呀
吱吱嘎嘎
吱吱格格
吱吱啾啾
吱吱吜吜
吱吱呀呀
吱吱喳喳
嗞啦嗞啦
澎澎魄魄
幫郎幫郎
幫啷幫啷
嗶嗶剝剝
畢畢啪啪
嗶哩啪啦
畢裡拍拉
必律不剌
必留不剌
必力不剌
必溜不剌
剝格剝格
卜卜赤赤
喳達喳達
哧哧哈哈
嗤啦嗤啦
達滴達滴
當當丁丁
噔咚扎咶
嘀嗒嘀嗒
滴滴搭搭
嘀嘀冬冬
滴滴咕咕
嘀嚕嘟嚕
丁丁當當
玎玎璫璫
釘釘鐺鐺
丁丁董董
丁冬丁冬
叮咚叮咚
冬冬當當
嘟嘟囔囔
嘟嘟噥噥
咈咈哧哧
咯當咯當
格噔格噔
咯咯羅羅
膈膈膊膊
硌吱硌吱
哽哽咽咽
咕咕吃吃
咕咚咕咚
咕嘟咕嘟
咕咕唧唧
咕咕噥噥
咕唧咕唧
咕嘰咕嘰
咕嘍咕嘍
咕嚕嚕嚕
呱嗒呱嗒
刮刮匝匝
刮刮咂咂
刮刮雜雜
嘓嘟嘟嘟
杭育杭育
轟轟龍隆
呼嗤呼嗤
忽忽嚕嚕
呼呼淅淅
呼哩呼嚕
呼隆呼隆
嘩嘩拉拉
嘩啦嘩啦
花拉花拉
嘩喇嘩喇
嘩啦啦啦
嘩哩嘩啷
嘩哩咣啷
咭嘎咭嘎
嘰咕嘰咕
咭咭咯咯
唧唧咕咕
咭咭刮刮
唧唧知知
唧唧吱吱
嘰里咕嚕
嘰里咕㖨
嘰里呱啦
咭唎呱囉
吉丁丁當
嚌嚌嘈嘈
胳肢胳察
乞抽扢叉
喇喇嗹嗹
剌登哩登
瀝瀝淅淅
妙嗚妙嗚
喃喃訥訥
喃喃吶吶
尼亞尼亞
蓬蓬鐺鐺
劈嗒拍嗒
辟里拨剌
劈哩啪啦
辟留扑碌
劈劈啪啪
辟辟啪啪
噗噗咚咚
噗嘎嘟嘟
扑扑拉拉
扑扑通通
槭槭楂楂
失流疏剌
失留疏剌
失留屑剌
廝琅琅湯
鞺鞺鞳鞳
忒楞楞騰
剔流秃魯
哇喇哇喇
嗡嗡揚揚
嗚哩嗚啦
唔理哇啦
嘻呼嘻呼
稀里轟龍
吸里忽剌
稀里嘩啦
昔留係零
淅留淅零
淅溜淅冽
淅零淅留
唏唎嘩喇
嘻唎嘩喇
唏唏哈哈
淅淅瀝瀝
窸窸索索
唏唏噓噓
伊哩烏蘆
咿嚦嗚剌
咿咿宛宛
咿咿呀呀
咦咦嗡嗡
隱隱轟轟
嚶嚶翁翁
支楞楞爭
支楞支楞
作作索索
咇咇剝剝
刮刮桚桚
嗶里嗶里
倉倉慶倉
嘈嘈雜雜
喳喳切切
吵吵囔囔
哧溜哧溜
刺溜刺溜
抽抽搭搭
吧喇吧喇
布布谷谷
嘈嘈切切
喳喳啦啦
喳啦喳啦
哧哧溜溜
呲呲啦啦
呲啦呲啦
抽抽噎噎
當啷當啷
噔愣噔愣
滴答滴答
嘀嘀嘟嘟
滴里搭拉
嘀哩嘀哩
嘀里多落
嘀嘀噔噔
叮叮咣咣
丁零當郎
咚當咚當
嘟噠嘟噠
嘟嘟念念
紛紛囔囔
嘎喳嘎喳
嘎得嘎得
嘎嘎噔噔
嘎嘎喳喳
抽抽咽咽
當啷嘩啦
嘀得嘀得
滴滴噠噠
滴滴溜溜
嘀拉噠啦
嘀哩嘀啦
滴里都嚕
嘀噔嘀噔
滴鈴鈴鈴
嘟嚕嘟嚕
嘎嘣嘎嘣
嘎嗒嘎嗒
嘎噔嘎噔
咯咯噔噔
咕咕咚咚
咕隆鼓隆
骨碌吧唧
骨碌骨碌
咕吱咕吱
咣當咣當
咣咣當當
哼阿哼阿
呼呼嚕嚕
胡魯胡魯
唧噔咯噔
唧叮咕咚
咭咭咕咕
咯碌咯碌
咕嗒咕嗒
咕咕呱呱
骨哩骨咚
咕吐咕吐
呱唧呱啦
哼哼啊啊
轟轟烈烈
呼呼哧哧
呼拉呼拉
嘩嘩剝剝
唧噔嘎噔
唧咚咕咚
咭咭巴巴
咭里咕嚕
幾里咕嚕
幾里拉喳
咭里扎啦
唧里唧拉
咭吱咯吱
克丁丁當
叩叩篤篤
哐當當當
哐當哐當
哐哐當當
哐哩哐當
哩哩啦啦
哩哩嚕嚕
哩哩囉嗦
鈴鐺鈴鐺
鈴鐺鈴鈴
令台令台
喃喃咄咄
哦嘎哦嘎
嘭嘭啪啪
噼嗒噼嗒
噼啪噼啪
噼呀噼呀
乒當乓當
乒令乓瑯
咕里呱啦
嘰哩呱嚕
咭里咣啷
唧拉查啦
唧吱咯吱
吭吭嚓嚓
嘮嘮叨叨
瀝瀝拉拉
哩哩羅羅
玲玲瓏瓏
囉哩叭嗦
喃喃篤篤
囁囁嚅嚅
怕呀怕呀
劈通扑通
乒乓乒乓
嘁哩喀喳
扑哩扑啦
嘁嘁咻咻
沙啦沙啦
唰拉唰拉
噝拉噝拉
撕撕巴巴
嘶沙嘶沙
趿拉趿拉
鏜啷啷啷
踢踢打打
踢踏踢踏
哇嗚哇嗚
唯唯諾諾
嗚哈嗚哈
嗚嗚哐當
嗚嗚呀呀
嗚呀嗚呀
唏啷嘩啷
吸溜吸溜
扑打扑打
扑蹬扑蹬
扑拉扑拉
沙噠沙噠
沙棱沙棱
噝留噝留
噝噝啦啦
噝啞噝啞
趿趿拉拉
哇哈哈哈
嗚哇嗚哇
嗚哈哈哈
吾哩哇啦
嗚嗚囔囔
稀哩轟隆
窸窣窸窣
噫嘻嘻嘻
嚶嚶嗡嗡
咋咋唬唬
錚光瓦亮
吱哩喳啦
吱扭吱扭
喳喳呼呼
咋咋呼呼
吱哩哇啦
吱喲吱喲
嗚哩哇啦
混混沌沌
鉤輈格磔
隱隱轔轔
雝雝喈喈
兢兢業業
囉裏囉唆
恍恍惚惚
恓恓遑遑
戰戰兢兢
搖搖擺擺
歷歷落落
淋淋灕灕
渺渺茫茫
渾渾沌沌
滔滔滾滾
滴裏搭拉
漓漓拉拉
濟濟楚楚
睢睢盱盱
穩穩當當
空空洞洞
窈窈冥冥
耽耽逐逐
臻臻至至
莽莽蒼蒼
蚩蚩蠢蠢
赫赫揚揚
赫赫炎炎
踽踽涼涼
躋躋蹌蹌
顒顒卬卬
風風韻韻
馮馮翼翼
鬱鬱芊芊
鬱鬱蒼蒼
鬱鬱蔥蔥
叭噠噠
叭啦啦
嗤溜溜
當啷啷
得啷啷
叮呤呤
叮鈴鈴
嘎啦啦
咯嘣嘣
咯塔塔
咯吱吱
格啦啦
格吱吱
圪嘣嘣
圪察察
圪嗒嗒
咕冬冬
咕啷啷
咕嚕嚕
咕㖨㖨
咕碌碌
骨碌碌
呱啦啦
轟隆隆
呼啦啦
呼喇喇
呼嚕嚕
唿喇喇
唿隆隆
嘩啦啦
嘩喇喇
嘩啷啷
豁喇喇
豁啷啷
嘰喳喳
咔嚓嚓
咔啦啦
噼啪啪
波拉拉
噗嗒嗒
扑剌剌
扑喇喇
扑楞楞
扑嚕嚕
扑落落
扑簌簌
扑索索
扑通通
撒拉拉
沙啦啦
唰啦啦
唰哩哩
嘶拉拉
忒楞楞
西嚦嚦
淅瀝瀝
吱婁婁
嗶剝剝
不剌剌
不喇喇
沷啦啦
拔啦啦
不朗朗
不琅琅
赤力力
赤律律
吸力力
吸淋淋
吸哩哩
吃丕丕
吃忒忒
可丕丕
噔棱棱
胳查查
噶吱吱
疙蹅蹅
咯辣辣
各剌剌
合剌剌
屹剌剌
扢剌剌
各琅琅
各支支
革支支
格支支
咕嘟嘟
咕隆隆
古都都
骨都都
古剌剌
古鹿鹿
骨轆轆
骨剌剌
古魯魯
土魯魯
刮喇喇
勃喇喇
嘓嘟嘟
黑嘍嘍
黑婁婁
齁嘍嘍
喝嘍嘍
呼噠噠
忽剌剌
忽喇喇
忽魯魯
唿嚕嚕
吉蹬蹬
鞠律律
咔叭叭
磕叉叉
磕擦擦
可扑扑
克匝匝
蓬嚓嚓
扑咚咚
普冬冬
噗拉拉
扑啦啦
噗嚕嚕
噗碌碌
颯剌剌
桑瑯瑯
飋玲玲
疏剌剌
疏喇喇
率剌剌
嘶啦啦
廝琅琅
淅零零
昔零零
淅冽冽
支楞楞
吱嘍嘍
卒律律
崒律律
嗗碌碌
嗗㖨㖨
豁辣辣
喳啦啦
嘀嚦嚦
叮當當
嘟噌噌
嘎喳喳
嘎嘣嘣
咯喳喳
滴溜溜
丁零零
嘎噔噔
格登登
咕咚咚
忽拉拉
咴嘔嘔
哐啷啷
噗咚咚
扑棱棱
格凜凜
骨溜溜
忽隆隆
哐當當
沙拉拉
刷啦啦
趿拉拉
鏜啷啷
踢打打
哇呀呀
吱扭扭
嘶沙沙
踢嗒嗒
嗚哈哈
嗚呀呀
嚓嚓嚓
嗒嗒嗒
當當當
噔噔噔
登登登
咚咚咚
篤篤篤
汩汩汩
哄哄哄
忽忽忽
喀喀喀
吭吭吭
咵咵咵
砰砰砰
嘭嘭嘭
乒乒乒
噗噗噗
扑扑扑
薩薩薩
蹋蹋蹋
嘡嘡嘡
騰騰騰
通通通
柝柝柝
呀呀呀
吱吱吱
拍拍拍
蓬蓬蓬
沙沙沙
刷刷刷
嗖嗖嗖
突突突
橐橐橐
嗡嗡嗡
喔喔喔
嗚嗚嗚
勿勿勿
唉唉唉
卜卜卜
噌噌噌
丁丁丁
嘎嘎嘎
倉倉倉
喳喳喳
嗤嗤嗤
叨叨叨
得得得
咯咯咯
格格格
咕咕咕
呱呱呱
嗬嗬嗬
嘰嘰嘰
嘿嘿嘿
嘩嘩嘩
唧唧唧
呵呵呵
鈴鈴鈴
啪啪啪
噼噼噼
鏜鏜鏜
哇哇哇
汪汪汪
噓噓噓
台台台
鑿鑿鑿
吡兒嚓
滴溜兒
咭咯兒
扑騰兒
于嗟乎
擦呀擦
噹噹哐
冬冬鏘
咯咯嘎
咕咕咯
啪啪啦
一吱呀
當當丁
叮叮當
叮叮咚
咚咚察
哏哏嘎
勾勾嘍
吉丁當
吉玎璫
咭叮璫
剔剔托
提提嗒
嗚嗚啦
咿咿呀
谷布谷
咯嘟嚕
崩登倉
布谷布
咚咚嗆
咚咚鏘
唧咕唧
克丁當
喵喵嗚
砰啊磅
噼噼啪
噼呀嘰
鼓隆冬
噼哩叭
噼呀嗒
踢踢嗒
嗚哩哇
趿趿拉
鏜啷鏜
吻喇喇
打哈哈
撲剌剌
噗簌簌
聲聲慢
谷碌碌
乾巴巴
光光乍
光朗朗
光溜溜
勃騰騰
另巍巍
忙碌碌
急煎煎
愁黯黯
意遲遲
溫溫然
飄飄然
撲簌簌
撲索索
撲騰騰
水汪汪
活潑剌
灰塌塌
灰撲撲
焰騰騰
熱滾滾
熱騰騰
玉亭亭
碧靄靄
空落落
花撲撲
赤淋淋
車遙遙
雨淋淋
青簇簇
鬧吵吵
鬧咳咳
鬧嚷嚷
鬧鑊鐸
黃騰騰
黑幢幢
黑森森
黑蒼蒼
黑麻麻
叭兒
忒兒
嚶嚶
碌碌
輷輷
鈴鈴
丁丁
冷冷
剌剌
叟叟
呦呦
唧唧
啞啞
喃喃
喈喈
喓喓
喤喤
嗔嗔
嗚嗚
嘐嘐
嘒嘒
噍噍
噭噭
坎坎
填填
嶈嶈
戛戛
摐摐
期期
析析
梢梢
棖棖
槭槭
橐橐
欽欽
汩汩
洋洋
活活
溘溘
潀潀
潑潑
濊濊
瀟瀟
獵獵
玲玲
珊珊
珞珞
琅琅
琤琤
瑟瑟
甸甸
砯砯
砰砰
硜硜
硠硠
簌簌
習習
翛翛
翽翽
聒聒
艾艾
莅莅
蕭蕭
角角
蹡蹡
軋軋
轔轔
轟轟
轠轠
逄逄
逢逢
錚錚
鍠鍠
鎗鎗
鏗鏗
鏘鏘
鐺鐺
閤閤
闐闐
關關
霍霍
霎霎
颯颯
颼颼
飀飀
炰烋
岐岐
彌彌
怡怡
怳怳
恍恍
愉愉
斌斌
沈沈
浸浸
焱焱
蔓蔓
訩訩
錄錄
鶬鶬
昂昂
了了
亦亦
亭亭
亹亹
仡仡
伾伾
佖佖
佯佯
佻佻
侁侁
侃侃
依依
便便
俅俅
俇俇
俞俞
倀倀
傞傞
傫傫
僅僅
僕僕
僛僛
僬僬
儃儃
兀兀
兢兢
冉冉
冏冏
凜凜
刁刁
刺刺
劫劫
匈匈
區區
厭厭
呫呫
呶呶
咄咄
咬咬
唪唪
唯唯
啍啍
喁喁
喋喋
喘喘
喣喣
嗃嗃
嗑嗑
嗷嗷
嘈嘈
嘔嘔
嘖嘖
嘵嘵
嘽嘽
噂噂
嚌嚌
囂囂
囷囷
堂堂
塺塺
夭夭
奄奄
奐奐
契契
姁姁
姍姍
娑娑
娓娓
娖娖
婪婪
媒媒
媞媞
嫚嫚
嬈嬈
孅孅
孜孜
孳孳
宛宛
容容
察察
寥寥
尋尋
屯屯
岧岧
岹岹
崟崟
崯崯
嵬嵬
嶄嶄
嶢嶢
嶪嶪
嶫嶫
嶬嶬
㠖㠖
巉巉
曵曳
巍巍
幡幡
幪幪
平平
龐龐
弊弊
彧彧
彬彬
彭彭
彯彯
往往
徨徨
徾徾
忉忉
忡忡
忳忳
怏怏
怦怦
怭怭
恂恂
恈恈
恓恓
恛恛
恟恟
悄悄
悒悒
悠悠
悢悢
悶悶
悾悾
惇惇
惕惕
惘惘
惴惴
惶惶
惺惺
惻惻
愔愔
愜愜
慄慄
慆慆
慇慇
慥慥
慱慱
慺慺
憖憖
懆懆
懍懍
戔戔
戚戚
扃扃
拂拂
拳拳
挈挈
掺掺
揚揚
攸攸
斤斤
施施
旆旆
昈昈
昧昧
昫昫
昱昱
晃晃
晏晏
晣晣
暐暐
暝暝
暠暠
暨暨
暾暾
曄曄
曇曇
曈曈
曖曖
朗朗
杌杌
杳杳
林林
枚枚
栗栗
栩栩
桓桓
梅梅
棣棣
棬棬
森森
棲棲
業業
榛榛
橈橈
欐欐
欒欒
欣欣
款款
歉歉
歊歊
歙歙
歷歷
殖殖
殷殷
毿毿
汪汪
汯汯
汲汲
汶汶
沉沉
沌沌
沓沓
油油
沺沺
沾沾
泄泄
泠泠
泥泥
泯泯
泱泱
洒洒
津津
洩洩
洶洶
洸洸
浟浟
浥浥
浩浩
浪浪
浼浼
涊涊
涎涎
涓涓
涔涔
淅淅
淈淈
淋淋
淒淒
淚淚
淺淺
渟渟
渫渫
渺渺
湃湃
湉湉
湑湑
湛湛
湜湜
湝湝
湣湣
湯湯
源源
溶溶
滃滃
滈滈
滔滔
滌滌
滾滾
漫漫
漭漭
潎潎
潐潐
潢潢
潭潭
潺潺
潾潾
濈濈
濔濔
濕濕
濛濛
濞濞
濯濯
瀁瀁
瀌瀌
瀯瀯
瀰瀰
瀼瀼
灌灌
灩灩
灼灼
炯炯
烈烈
烺烺
焞焞
煌煌
煜煜
煢煢
熊熊
蒸蒸
熠熠
熬熬
燉燉
營營
燡燡
爍爍
爚爚
爛爛
爰爰
牂牂
犖犖
狉狉
狺狺
猗猗
琭琭
瑣瑣
甄甄
由由
畇畇
畟畟
番番
的的
皇皇
皚皚
皛皛
皞皞
皤皤
盈盈
盱盱
眇眇
眈眈
眑眑
眷眷
眽眽
睊睊
睢睢
睩睩
睽睽
瞀瞀
瞏瞏
瞥瞥
瞿瞿
矍矍
矯矯
矹矹
矻矻
砐砐
碄碄
磑磑
磝磝
礧礧
祁祁
祈祈
祛祛
禗禗
秋秋
窅窅
窈窈
粼粼
紛紛
紜紜
索索
綣綣
緌緌
縱縱
縵縵
繩繩
纍纍
纖纖
缺缺
翂翂
翊翊
翩翩
耾耾
耿耿
聆聆
肅肅
肜肜
肩肩
肫肫
肸肸
脛脛
脫脫
腜腜
芃芃
芊芊
芒芒
芮芮
芸芸
苒苒
苹苹
苾苾
茫茫
茸茸
草草
莓莓
菀菀
菲菲
萋萋
落落
蒨蒨
蒼蒼
蓁蓁
蓑蓑
蓬蓬
蓼蓼
蔌蔌
蔘蔘
蔚蔚
蕩蕩
薆薆
薿薿
藉藉
藹藹
蘂蘂
蘷蘷
虔虔
虺虺
蚩蚩
蛇蛇
蜎蜎
蜿蜿
融融
蟄蟄
蟫蟫
蠕蠕
蠢蠢
行行
衎衎
衙衙
裊裊
裶裶
褭褭
訏訏
訑訑
訢訢
訰訰
詡詡
詵詵
詹詹
詾詾
誙誙
誾誾
諓諓
諤諤
謖謖
謙謙
譊譊
譙譙
谹谹
趯趯
跕跕
踖踖
踧踧
踽踽
蹀蹀
蹌蹌
蹻蹻
躍躍
躚躚
躣躣
軒軒
輯輯
迢迢
逖逖
速速
連連
逮逮
逯逯
逴逴
遙遙
邁邁
邴邴
郁郁
醰醰
醳醳
鉠鉠
鏃鏃
鑣鑣
鑿鑿
閒閒
閔閔
閬閬
陣陣
陶陶
陾陾
雝雝
離離
雰雰
霏霏
靄靄
鞅鞅
韡韡
頊頊
顒顒
顛顛
颲颲
颿颿
飂飂
飄飄
飉飉
馞馞
駉駉
駓駓
駸駸
騑騑
騤騤
鬱鬱
鶂鶂
麌麌
默默
黝黝
黮黮
齗齗
齦齦
忞忞
旼旼
仇仇
令令
伎伎
休休
佌佌
佗佗
俁俁
俟俟
偕偕
傍傍
僊僊
僮僮
儦儦
優優
冥冥
几几
切切
勉勉
卬卬
反反
咽咽
哀哀
啾啾
嗟嗟
噦噦
噲噲
塗塗
增增
夢夢
央央
奔奔
奕奕
嬛嬛
孽孽
安安
密密
實實
將將
居居
峩峩
峨峨
崔崔
巖巖
幝幝
弈弈
弗弗
彊彊
律律
怛怛
怲怲
恢恢
悁悁
惙惙
惸惸
愈愈
慘慘
憯憯
憲憲
戰戰
招招
挃挃
振振
捷捷
提提
揖揖
揭揭
搖搖
摻摻
敖敖
斾斾
旁旁
旦旦
晢晢
杲杲
板板
桀桀
檻檻
汕汕
沃沃
浮浮
淠淠
淵淵
渙渙
渠渠
溫溫
溱溱
滺滺
漣漣
潝潝
潰潰
澤澤
濃濃
濟濟
烝烝
熇熇
熏熏
爗爗
瑲瑲
甡甡
甫甫
痯痯
登登
發發
皎皎
皐皐
睘睘
矜矜
秩秩
穆穆
穟穟
穰穰
究究
管管
簡簡
籊籊
粲粲
糾糾
綏綏
綽綽
綿綿
緜緜
緝緝
繹繹
罩罩
翯翯
翹翹
耳耳
肺肺
膠膠
膴膴
芬芬
英英
茀茀
茷茷
莫莫
菁菁
菶菶
薄薄
薨薨
藐藐
蟲蟲
裳裳
言言
許許
訿訿
訾訾
語語
謔謔
赳赳
蹙蹙
蹲蹲
蹶蹶
遲遲
鄰鄰
采采
閑閑
陽陽
靡靡
鞙鞙
顯顯
養養
馮馮
駪駪
騂騂
驕驕
驛驛
高高
麃麃
噳噳
黃黃
丸丸
交交
京京
喧喧
好好
委委
娉娉
娟娟
孑孑
寂寂
幽幽
悽悽
慼慼
抑抑
明明
昭昭
曀曀
楚楚
汎汎
沖沖
漠漠
漸漸
漾漾
澄澄
澹澹
激激
炎炎
盤盤
睠睠
細細
翼翼
莽莽
諄諄
赫赫
逸逸
陰陰
隱隱
青青
颺颺
黯黯
叭叭
梆梆
嘣嘣
別別
剝剝
啵啵
卜卜
卟卟
嚓嚓
噌噌
哧哧
嗤嗤
吃吃
叱叱
淙淙
嗒嗒
答答
當當
得得
嘚嘚
蹬蹬
噔噔
滴滴
笛笛
叮叮
冬冬
咚咚
嘟嘟
篤篤
朵朵
嗯嗯
渢渢
咈咈
嘎嘎
咯咯
格格
閣閣
咕咕
呱呱
咣咣
嘓嘓
哈哈
嗨嗨
嚎嚎
呵呵
嗬嗬
荷荷
嘿嘿
哼哼
訇訇
齁齁
吼吼
呼呼
忽忽
胡胡
虎虎
嘩嘩
咴咴
嘰嘰
咭咭
濺濺
噱噱
卡卡
吭吭
鑦鑦
夸夸
嘮嘮
嚦嚦
隆隆
轆轆
咪咪
喵喵
咩咩
哞哞
吶吶
噢噢
啪啪
拍拍
呯呯
澎澎
嘭嘭
碰碰
噗噗
蛐蛐
㘗㘗
沙沙
唦唦
刷刷
唰唰
嘶嘶
噝噝
絲絲
嗖嗖
溲溲
嗦嗦
忒忒
鼟鼟
通通
嗵嗵
突突
湍湍
哇哇
嗡嗡
喔喔
唔唔
嘻嘻
㗭㗭
呷呷
嘯嘯
咻咻
吁吁
噓噓
呀呀
耶耶
噫噫
喳喳
扎扎
囀囀
吱吱
嗞嗞
唉唉
趵趵
鮁鮁
拔拔
擦擦
㗫㗫
出出
欻欻
鏦鏦
琮琮
漎漎
噠噠
樀樀
阿阿
呃呃
沸沸
穀穀
唅唅
烘烘
哄哄
浤浤
鈎鈎
嚄嚄
即即
叫叫
決決
磕磕
匡匡
啦啦
啷啷
瑯瑯
哰哰
㘄㘄
瀝瀝
乓乓
扑扑
丕丕
跫跫
颾颾
騷騷
唼唼
澌澌
它它
蹋蹋
踏踏
鏜鏜
嘡嘡
唏唏
嬉嬉
熙熙
西西
汹汹
牙牙
咿咿
咦咦
譻譻
咋咋
則則
查查
喌喌
朱朱
祝祝
支支
足足
嗸嗸
䬵䬵
蘧蘧
諵諵
啊啊
渤渤
吧吧
邦邦
吡吡
倉倉
嗝嗝
蟈蟈
吓吓
吘吘
唿唿
哐哐
喇喇
榔榔
喀喀
叩叩
噥噥
呸呸
囔囔
哦哦
朋朋
颸颸
騰騰
吟吟
窣窣
噼噼
吞吞
朴簌
澎湃
澎濞
瀟灑
蕭灑
飂戾
侵尋
便辟
僄狡
儴佯
儻朗
儻閬
凌歷
列缺
判換
劬錄
勃窣
參潭
叢殘
叨沓
呫囓
咆哮
啽囈
嘈啐
嘈囋
嘈雜
噴薄
噞喁
噤吟
囁嚅
囂藹
坎坷
坡坨
壇曼
壇漫
壙埌
夷靡
委蛇
婆娑
婉戀
媻娑
嫖姚
嬌嬈
容與
寥落
㝩㝗
㝩梁
局促
岐嶷
岧嵽
岧嶤
岨峿
岹嵽
岹嶤
岺巆
崆峒
崆㟅
崎嶇
崎嶷
崢嶸
嵌巖
嶒峵
嶔岑
嶔崎
嶢嶭
巀櫱
巃嵸
巇險
布濩
希夷
幎歷
彷彿
徑廷
徙倚
從容
忀徉
怏悒
怫愄
恓屑
惏悷
惕息
惺忪
惺鬆
愅詭
愴怳
愷悌
慘悴
懊惱
戚促
戚草
抖擻
抗髒
披靡
拮据
捷獵
揄揚
搖曳
摎蓼
撓挑
擾攘
攢雜
㩻䧢
攲缺
旺相
昂藏
昆侖
昧莫
曇欒
曈曚
曈曨
曭朗
曭莽
曼羨
杌隉
杳眇
栗烈
案衍
棲屑
棲遲
槃礡
㯓臘
欄杆
歔欷
歘吸
氛氳
汍瀾
汍蘭
汪洋
汪漾
汪翔
沆瀣
沓合
沕穆
沸渭
泡溲
泫沄
泮汗
洚洞
洶湧
浩汗
浸淫
浹洽
涴演
淅瀝
淋灕
