simp,freq,famsize,semrad,semfreq,semfamsize,phon,phonfreq,phonfam
魂,121.2691,23,鬼,635.116,8,云,907.0519,6
简,249.8173,36,⺮,5914.6074,56,间,251.4963,3
冷,471.7778,84,冫,2629.1654,21,令,1249.5654,16
技,142.6222,37,扌,19245.0025,233,支,271.7235,9
畔,5.7432,2,田,4157.0321,22,半,350.0543,6
赦,3.0716,4,赤,80.7802,4,赤,4.7802,2
妖,32.4,14,女,18584.642,96,夭,833.5407,4
孽,22.7802,8,子,6417.5605,26,薛,22.7802,1
甥,9.7679,3,生,3225.0667,2,生,1495.2988,6
呢,1118.9432,7,口,50016.563,297,尼,1219.2988,6
浅,37.0864,25,氵,19088.7556,238,戋,1241.3728,10
啥,163.6444,1,口,50016.563,297,舍,163.6444,1
浴,38.3309,19,氵,19088.7556,238,谷,217.5506,4
缸,10.4395,13,缶,162.7259,7,工,2306.0642,14
缺,127.2988,34,缶,162.7259,7,夬,3374.8,7
襟,5.0667,6,衤,1737.6593,32,禁,5.0667,1
征,62.6765,32,彳,11952.2173,29,正,959.4667,6
犯,158.4346,62,犭,1997.2346,39,㔾,158.4346,1
刺,148.0593,28,刂,10927.3679,39,朿,315.9062,3
漫,205.5358,20,氵,19088.7556,238,曼,388.637,7
逆,45.9901,16,辶,28384.0494,81,屰,45.9901,1
貌,74.8691,19,豸,154.4593,4,皃,74.8691,1
翔,46.9432,6,羽,547.4469,17,羊,2463.358,12
防,131.1457,85,阝,12852.079,66,方,2059.4617,12
蝎,75.1704,2,虫,1653.4963,97,曷,741.0321,9
固,50.0642,25,囗,7478.8593,24,古,1063.2346,14
态,483.3037,39,心,19695.9012,59,太,504.879,5
霉,39.1951,9,雨,2141.5901,24,每,924.2519,10
拔,43.5111,23,扌,19245.0025,233,犮,46.9778,3
河,125.0963,73,氵,19088.7556,238,可,1680.4889,10
漠,28.7111,10,氵,19088.7556,238,莫,681.284,14
懈,17.3284,5,忄,9431.3086,100,解,109.3778,3
缩,35.7383,29,纟,11417.6494,100,宿,35.9556,2
阁,16.2025,7,门,3881.6296,28,各,2410.8593,18
镜,116.5728,49,钅,3731.8272,120,竟,259.4864,2
框,12.563,11,木,23327.0765,210,匡,21.6247,5
驱,18.1086,18,马,1869.2049,34,区,148.5086,14
述,33.3432,30,辶,28384.0494,81,术,270.1481,4
壁,126.8049,29,土,17088.4346,84,辟,263.5901,10
炉,34.3111,25,火,3108.6963,70,户,401.8272,9
玺,2.1975,2,玉,121.6395,3,尔,15873.0272,5
埋,65.2889,10,土,17088.4346,84,里,926.5481,9
括,38.5185,7,扌,19245.0025,233,舌,3187.3877,5
池,38.0889,24,氵,19088.7556,238,也,8287.4519,8
验,564,37,马,1869.2049,34,佥,1392.5531,11
酵,3.7679,5,酉,1758.6815,30,孝,341.3235,3
沾,15.8617,5,氵,19088.7556,238,占,4529.8963,14
笼,62.9481,20,⺮,5914.6074,56,龙,231.2296,13
燃,36.637,25,灬,6163.1901,20,然,36.637,1
憋,22.7358,2,心,19695.9012,59,敝,52.8494,7
晒,108.721,6,日,29708.8296,72,西,177.679,6
推,536.7704,56,扌,19245.0025,233,隹,3055.7531,15
许,515.4519,25,讠,19842.7358,108,午,516.6469,2
脆,44.7358,8,月,21151.9802,115,危,76.6568,4
联,293.8765,64,耳,1412.4099,18,关,1270.5926,2
悲,207.4469,31,心,19695.9012,59,非,1368.5778,18
珞,4.5333,0,王,7173.763,52,各,2410.8593,18
鱿,5.4469,2,鱼,641.842,32,尤,371.2543,5
饼,62.8049,16,饣,1257.0617,27,并,470.9877,7
块,188.5926,33,土,17088.4346,84,夬,3374.8,7
恢,34.6074,5,忄,9431.3086,100,灰,41.3877,3
屏,154.9877,17,尸,2394.4642,27,并,470.9877,7
摄,94.5728,24,扌,19245.0025,233,聂,98.484,5
蜥,1.6148,1,虫,1653.4963,97,析,31.684,2
蜴,1.4222,1,虫,1653.4963,97,易,93.0173,7
管,509.9111,137,⺮,5914.6074,56,官,629.5457,5
斟,1.9852,3,斗,491.1062,5,甚,54.963,5
憾,53.284,3,忄,9431.3086,100,感,69.516,2
呈,27.1556,12,口,50016.563,297,壬,621.5852,5
隔,79.2247,23,阝,12852.079,66,鬲,85.2889,4
淌,5.5358,1,氵,19088.7556,238,尚,1084.9827,12
杆,23.8914,24,木,23327.0765,210,干,520.3753,12
龄,61.2691,23,齿,101.8469,10,令,1249.5654,16
寓,40.1975,6,宀,14193.9605,51,禺,594.5383,6
撼,16.2321,5,扌,19245.0025,233,感,69.516,2
阱,7.2691,1,阝,12852.079,66,井,1114.3802,4
狸,17.5358,6,犭,1997.2346,39,里,926.5481,9
猫,185.0617,13,犭,1997.2346,39,苗,255.9901,6
诡,12.563,6,讠,19842.7358,108,危,76.6568,4
辩,24.2815,24,辛,329.8864,8,辡,46.8741,3
剐,0.5432,1,刂,10927.3679,39,呙,278.3309,8
警,260.0395,77,言,731.4765,8,敬,268.0494,3
蹦,10.7062,3,足,2994.2815,62,崩,12.6173,3
妓,21.3086,4,女,18584.642,96,支,271.7235,9
桓,1.0716,1,木,23327.0765,210,亘,64.4988,3
唱,285.9358,45,口,50016.563,297,昌,295.0963,4
蚍,0.0296,1,虫,1653.4963,97,比,265.3136,12
蜉,0.2469,2,虫,1653.4963,97,孚,97.6988,4
鄙,23.6,8,阝,12852.079,66,啚,23.6,1
狮,92.0296,8,犭,1997.2346,39,师,98.6963,2
斜,14.2321,16,斗,491.1062,5,余,522.6765,8
绪,83.8123,12,纟,11417.6494,100,者,4725.4617,16
障,38.5284,11,阝,12852.079,66,章,50.8889,6
诊,28.2716,30,讠,19842.7358,108,诊,28.2716,1
漆,13.6494,9,氵,19088.7556,238,桼,32.0988,2
功,425.3975,75,力,6800.9383,25,工,2306.0642,14
绩,62.2815,12,纟,11417.6494,100,责,97.0173,4
烬,1.4173,2,火,3108.6963,70,尽,1.4173,1
注,500.4938,40,氵,19088.7556,238,主,1198.8593,7
坠,14.3062,8,土,17088.4346,84,队,14.3062,1
挺,200.9531,15,扌,19245.0025,233,廷,339.1457,6
凋,4.237,3,冫,2629.1654,21,周,348.8938,7
谬,6.716,4,讠,19842.7358,108,翏,26.3407,5
岛,97.284,26,山,1569.0568,42,鸟,99.4963,2
旷,6.3704,7,日,29708.8296,72,广,72.2617,4
酿,11.6198,8,酉,1758.6815,30,良,1050.8198,11
晨,162.237,18,日,29708.8296,72,辰,289.3333,6
剂,32.4543,57,刂,10927.3679,39,齐,162.5926,6
伴,134.9877,27,亻,51543.5654,164,半,350.0543,6
蹊,1.2247,3,足,2994.2815,62,奚,17.2593,2
助,383.7333,60,力,6800.9383,25,且,1299.7877,15
掠,6.2469,6,扌,19245.0025,233,京,676.9185,7
晚,1634.5432,34,日,29708.8296,72,免,1676.479,5
跑,224.5235,27,足,2994.2815,62,包,982.5383,16
熄,6.6864,4,火,3108.6963,70,息,36.2914,3
拍,286.2963,40,扌,19245.0025,233,白,887.2938,14
祛,8.9877,0,礻,4131.121,25,去,467.121,3
铃,26.4198,16,钅,3731.8272,120,令,1249.5654,16
蝶,28.3012,10,虫,1653.4963,97,枼,101.5259,5
故,292.5778,42,攵,5099.1457,24,古,1063.2346,14
岸,39.363,23,山,1569.0568,42,干,520.3753,12
惯,140.4148,12,忄,9431.3086,100,贯,140.7062,2
肠,65.916,39,月,21151.9802,115,昜,65.916,1
欺,56.0889,16,欠,3701.916,13,其,1622.6914,13
诈,13.1407,17,讠,19842.7358,108,乍,1921.6543,7
帕,26.2568,3,巾,5269.7481,32,白,887.2938,14
华,262.1531,54,十,6136.4741,16,化,1346.4444,5
遐,1.837,4,辶,28384.0494,81,叚,490.316,5
簸,2.8148,2,⺮,5914.6074,56,皮,1762.9679,11
节,664.2123,98,艹,9164.7556,191,卩,824.4346,4
窠,0.0642,0,穴,1620.3358,24,果,308.9235,8
艇,11.7728,18,舟,520.5333,12,廷,339.1457,6
颤,15.8667,9,页,3263.0321,33,亶,31.9704,4
档,64.3506,16,木,23327.0765,210,当,133.8815,4
佃,0.1481,2,亻,51543.5654,164,田,209.279,2
碌,43.837,7,石,1850.5235,61,录,546.4494,5
馆,112.8296,57,饣,1257.0617,27,官,629.5457,5
堂,169.8123,69,土,17088.4346,84,尚,1084.9827,12
枫,5.9556,4,木,23327.0765,210,风,256.9037,3
沌,2.7556,1,氵,19088.7556,238,屯,279.8765,9
鞭,135.3679,11,革,426.4889,10,便,135.3679,1
祷,34.158,4,礻,4131.121,25,寿,105.7778,6
荷,36.1185,15,艹,9164.7556,191,何,36.163,2
笨,55.7136,8,⺮,5914.6074,56,本,59.5506,3
遏,1.4123000000000001,3,辶,28384.0494,81,曷,741.0321,9
念,338.5432,55,心,19695.9012,59,今,475.5951,8
蒸,29.1358,18,艹,9164.7556,191,烝,29.1358,1
撒,102.1333,17,扌,19245.0025,233,散,102.4642,2
厢,19.363,4,厂,1784.8691,17,相,4670.9136,4
键,124.9975,14,钅,3731.8272,120,建,384.1086,4
咽,13.8321,9,口,50016.563,297,因,434.2765,7
喉,51.5111,14,口,50016.563,297,侯,87.4667,2
幡,0.6123,1,巾,5269.7481,32,番,452.8198,6
湎,0.316,1,氵,19088.7556,238,面,6.7062,3
怠,3.7284,4,心,19695.9012,59,台,1044.4,12
唯,136.0593,11,口,50016.563,297,隹,3055.7531,15
獭,0.963,2,犭,1997.2346,39,赖,99.0074,5
辐,9.6543,7,车,3498.0049,32,畐,1444.242,8
糜,1.6346,1,米,2111.0864,32,米,294.5136,5
宛,4.6667,2,宀,14193.9605,51,夗,90.4741,4
曝,20.158,3,日,29708.8296,72,暴,287.1259,3
钮,6.5679,4,钅,3731.8272,120,丑,135.0765,5
陪,263.5506,17,阝,12852.079,66,咅,1104.2469,8
烂,111.6741,19,火,3108.6963,70,兰,149.8222,3
辫,4.1679,4,辛,329.8864,8,辡,46.8741,3
潮,136.9877,36,氵,19088.7556,238,朝,154.563,2
邂,8.1531,1,辶,28384.0494,81,解,109.3778,3
逅,8.2074,1,辶,28384.0494,81,后,12.237,3
订,84.0148,22,讠,19842.7358,108,丁,1953.1259,12
裙,51.9358,15,衤,1737.6593,32,君,223.3235,4
瞎,32.958,10,目,12024.3309,58,害,78.8198,5
峰,63.1556,22,山,1569.0568,42,夆,207.8815,5
饥,11.9062,9,饣,1257.0617,27,几,1575.4617,7
饿,154.3654,2,饣,1257.0617,27,我,1208.1235,7
匪,37.5951,13,匚,49.5259,6,非,1368.5778,18
陶,17.0519,10,阝,12852.079,66,匋,193.4222,5
哼,43.9802,5,口,50016.563,297,亨,51.1259,2
唧,6.7901,5,口,50016.563,297,即,8.5383,2
谋,66.2716,41,讠,19842.7358,108,某,117.763,3
嗙,0.1333,0,口,50016.563,297,旁,147.037,10
搁,7.4222,3,扌,19245.0025,233,阁,7.4222,1
圈,105.4222,36,囗,7478.8593,24,卷,224.7605,7
暗,151.0222,47,日,29708.8296,72,音,155.9111,4
络,70.0049,15,纟,11417.6494,100,各,2410.8593,18
锐,10.8346,14,钅,3731.8272,120,兑,3850.6222,7
稚,23.437,5,禾,3095.6593,38,隹,3055.7531,15
倡,5.7679,6,亻,51543.5654,164,昌,295.0963,4
欸,1.5111,0,欠,3701.916,13,矣,201.9901,5
台,412.316,107,口,50016.563,297,口,465.5852,2
扶,17.6247,12,扌,19245.0025,233,夫,186.4691,4
宏,31.8568,9,宀,14193.9605,51,厷,225.0469,3
搞,334.8938,7,扌,19245.0025,233,高,436.5284,7
桥,62.0148,37,木,23327.0765,210,乔,166.2963,7
揽,5.0963,10,扌,19245.0025,233,览,20.7852,3
抗,77.8173,37,扌,19245.0025,233,亢,326.8296,9
诉,479.4716,30,讠,19842.7358,108,斥,518.242,2
敲,39.5605,14,攴,39.5605,1,高,436.5284,7
胎,46.2123,29,月,21151.9802,115,台,1044.4,12
摆,81.684,25,扌,19245.0025,233,罢,81.684,1
嗄,0.7605,0,口,50016.563,297,夏,36.2716,3
绰,2.8346,6,纟,11417.6494,100,卓,463.684,6
肛,2.2963,3,月,21151.9802,115,工,2306.0642,14
噘,0.2667,1,口,50016.563,297,厥,3.2444,5
催,63.6988,19,亻,51543.5654,164,崔,102.8889,3
僧,12.8247,8,亻,51543.5654,164,曾,692.4988,7
李,194.5975,12,木,23327.0765,210,子,814.879,6
榛,2.3457,1,木,23327.0765,210,秦,4.0198,2
妄,13.1704,14,女,18584.642,96,亡,723.1605,8
寄,41.2889,25,宀,14193.9605,51,奇,155.7136,10
颀,0.0938,1,页,3263.0321,33,斤,2763.679,8
徕,0.2617,1,彳,11952.2173,29,来,79.1556,3
餐,301.4025,50,食,717.1111,5,歺,301.4025,1
佣,8.9827,6,亻,51543.5654,164,用,200.1679,3
像,873.1012,56,亻,51543.5654,164,象,885.042,2
攥,1.1259,0,扌,19245.0025,233,纂,1.1259,1
箩,1.037,1,⺮,5914.6074,56,罗,98.4593,6
剖,6.8,9,刂,10927.3679,39,咅,1104.2469,8
橱,7.6,7,木,23327.0765,210,厨,7.6691,2
继,296.8296,25,纟,11417.6494,100,继,296.8296,1
斧,3.7136,6,斤,4087.2642,7,父,293.4123,3
护,253.4074,72,扌,19245.0025,233,户,401.8272,9
绊,8.2222,5,纟,11417.6494,100,半,350.0543,6
待,439.4222,59,彳,11952.2173,29,寺,1909.516,8
蕉,22.5975,3,艹,9164.7556,191,焦,120.1877,6
袄,5.1259,1,衤,1737.6593,32,夭,833.5407,4
掌,136.2173,34,手,3662.2469,15,堂,142.0741,6
赋,16.3556,9,贝,3940.7309,52,武,18.9877,2
荫,2.4494,7,艹,9164.7556,191,阴,2.4494,1
敏,72.7309,15,攵,5099.1457,24,每,924.2519,10
捷,99.1062,19,扌,19245.0025,233,疌,110.6074,2
谜,11.042,7,讠,19842.7358,108,迷,11.2494,2
腿,130.3654,31,月,21151.9802,115,退,135.8173,2
邮,66.7951,27,阝,12852.079,66,由,930.6568,14
扣,53.2691,24,扌,19245.0025,233,口,465.5852,2
织,120.2123,30,纟,11417.6494,100,只,296.1877,5
瞳,9.8716,2,目,12024.3309,58,童,98.6716,4
耻,23.1901,12,耳,1412.4099,18,止,610.1383,6
堡,38.5778,10,土,17088.4346,84,保,61.363,5
痴,62.2272,11,疒,1856.2963,68,知,228.7802,4
叫,610.9037,45,口,50016.563,297,丩,1393.7827,4
跤,6.1975,2,足,2994.2815,62,交,676.4988,16
肴,2.8543,2,月,21151.9802,115,爻,2.8543,1
在,8861.0963,80,土,17088.4346,84,才,9461.3481,5
纪,125.6049,39,纟,11417.6494,100,己,4675.2,6
疥,0.1136,2,疒,1856.2963,68,介,1102.7901,6
疮,9.0568,13,疒,1856.2963,68,仓,653.9407,10
震,74.2716,30,雨,2141.5901,24,辰,289.3333,6
镶,3.8025,4,钅,3731.8272,120,襄,15.916,4
洽,3.4321,4,氵,19088.7556,238,合,3729.6741,12
况,153.6346,18,冫,2629.1654,21,兄,153.6346,1
筹,53.521,23,⺮,5914.6074,56,寿,105.7778,6
蚤,1.0765,1,虫,1653.4963,97,叉,3.2099,3
茫,41.7531,7,艹,9164.7556,191,汒,41.7531,1
扯,38.2469,11,扌,19245.0025,233,止,610.1383,6
靥,0.8543,1,面,1396.2864,2,厌,2.8049,3
怒,83.1309,32,心,19695.9012,59,奴,295.3877,5
渣,18.2765,9,氵,19088.7556,238,查,28.4444,4
滓,0.7111,1,氵,19088.7556,238,宰,0.7111,1
郎,78.1284,18,阝,12852.079,66,良,1050.8198,11
健,257.5753,34,亻,51543.5654,164,建,384.1086,4
昱,0.5383,0,日,29708.8296,72,立,552.0346,8
骂,80.7358,19,马,1869.2049,34,马,4053.6296,7
街,286.8049,37,行,1660.7457,6,圭,976.8938,14
类,193.0025,52,米,2111.0864,32,类,193.0025,1
吟,8,9,口,50016.563,297,今,475.5951,8
仔,153.4074,9,亻,51543.5654,164,子,814.879,6
责,121.6691,34,贝,3940.7309,52,朿,315.9062,3
虹,34.8691,7,虫,1653.4963,97,工,2306.0642,14
唠,12.7852,2,口,50016.563,297,劳,38.5531,4
堆,73.5259,19,土,17088.4346,84,隹,3055.7531,15
栈,26.9926,5,木,23327.0765,210,戋,1241.3728,10
抹,35.1309,12,扌,19245.0025,233,末,52.5284,3
茱,2.4,2,艹,9164.7556,191,朱,142.1975,9
萸,0.1284,2,艹,9164.7556,191,臾,1.284,3
判,66.1086,34,刂,10927.3679,39,半,350.0543,6
签,173.5753,19,⺮,5914.6074,56,佥,1392.5531,11
纨,0.4395,1,糸,1702.9333,11,丸,0.4395,1
雪,437.2296,67,雨,2141.5901,24,彐,877.1259,2
醒,466.9531,18,酉,1758.6815,30,星,485.4617,4
泻,8.8494,7,氵,19088.7556,238,写,8.8494,1
殓,0.4,2,歹,1254.7407,15,佥,1392.5531,11
泷,0.9037,0,氵,19088.7556,238,龙,231.2296,13
汁,62.3852,22,氵,19088.7556,238,十,2913.4815,2
祀,1.5506,1,礻,4131.121,25,巳,1.5506,1
膜,40.7901,32,月,21151.9802,115,莫,681.284,14
淀,17.1111,5,氵,19088.7556,238,定,36.1086,6
馊,0.9383,1,饣,1257.0617,27,叟,182.1679,8
范,79.5852,15,艹,9164.7556,191,氾,79.5852,1
刊,13.5753,25,刂,10927.3679,39,干,520.3753,12
脾,52.242,7,月,21151.9802,115,卑,307.4914,7
狡,4.9037,5,犭,1997.2346,39,交,676.4988,16
竭,10.084,13,立,1829.1012,10,曷,741.0321,9
腋,1.4272,4,月,21151.9802,115,夜,59.1062,3
脸,260.0444,46,月,21151.9802,115,佥,1392.5531,11
愚,30.8938,15,心,19695.9012,59,禺,594.5383,6
符,28.7259,17,⺮,5914.6074,56,付,161.8469,5
跨,33.4765,10,足,2994.2815,62,夸,46.7062,5
糗,6.4741,0,米,2111.0864,32,臭,10.6815,3
抄,23.4716,11,扌,19245.0025,233,少,617.2296,9
宠,39.9309,12,宀,14193.9605,51,龙,231.2296,13
菇,24.2074,4,艹,9164.7556,191,姑,24.2074,1
凑,22.8642,12,冫,2629.1654,21,奏,39.1012,2
悖,1.1062,5,忄,9431.3086,100,孛,80.9086,4
歼,11.1556,4,歹,1254.7407,15,千,5014.4741,7
挂,153.679,37,扌,19245.0025,233,圭,976.8938,14
泄,29.4519,17,氵,19088.7556,238,世,29.4519,1
坪,6.4988,2,土,17088.4346,84,平,348.3951,7
貂,53.9654,5,豸,154.4593,4,召,2008.9086,12
拉,451.9951,78,扌,19245.0025,233,立,552.0346,8
映,38.6667,23,日,29708.8296,72,央,449.4074,7
帐,28.5333,7,巾,5269.7481,32,长,700.4099,6
锄,6.484,3,钅,3731.8272,120,助,6.484,1
勇,140.7605,22,力,6800.9383,25,甬,1245.5753,11
僻,4.8889,7,亻,51543.5654,164,辟,263.5901,10
植,56.4938,21,木,23327.0765,210,直,583.6543,4
淮,7.2099,0,氵,19088.7556,238,隹,3055.7531,15
邪,46.2519,16,阝,12852.079,66,牙,575.3481,7
秽,2.3062,5,禾,3095.6593,38,岁,2.3062,1
魁,6.637,7,鬼,635.116,8,鬼,66.3901,5
扼,3.442,5,扌,19245.0025,233,厄,126.4691,2
玩,1636.1235,30,王,7173.763,52,元,3458.2914,7
溉,0.8642,1,氵,19088.7556,238,既,110.563,5
喂,99.7679,2,口,50016.563,297,畏,113.758,4
晦,3.679,5,日,29708.8296,72,每,924.2519,10
存,206.8049,59,子,6417.5605,26,才,9461.3481,5
蕊,1.8914,2,艹,9164.7556,191,惢,1.8914,1
雇,35.116,7,隹,1464.716,13,户,401.8272,9
碟,20.7111,8,石,1850.5235,61,枼,101.5259,5
籍,19.7235,16,⺮,5914.6074,56,耤,25.3086,2
奢,35.916,5,大,16670.0889,29,者,4725.4617,16
靡,6.6123,6,非,711.3284,3,麻,767.9358,6
嫦,1.521,1,女,18584.642,96,常,1.521,1
娥,3.8074,2,女,18584.642,96,我,1208.1235,7
遗,110.0296,43,辶,28384.0494,81,贵,163.3728,6
炖,14.0741,1,火,3108.6963,70,屯,279.8765,9
撮,3.2049,3,扌,19245.0025,233,最,3.516,2
躯,6.7654,5,身,1313.5951,5,区,148.5086,14
鸥,3.3926,2,鸟,608.1975,42,区,148.5086,14
巅,4.0691,2,山,1569.0568,42,颠,15.1753,2
村,115.5407,29,木,23327.0765,210,寸,117.0173,3
蹩,1.4765,1,足,2994.2815,62,敝,52.8494,7
迸,1.1457,2,辶,28384.0494,81,并,470.9877,7
攀,10.2864,13,手,3662.2469,15,樊,10.2864,1
烘,7.0667,8,火,3108.6963,70,共,269.9111,7
焙,2.9185,1,火,3108.6963,70,咅,1104.2469,8
巧,107.516,39,工,1487.2346,7,丂,917.5407,4
悟,49.0222,11,忄,9431.3086,100,吾,312.1975,10
浇,9.3778,8,氵,19088.7556,238,尧,310.7951,12
铸,2.7852,9,钅,3731.8272,120,寿,105.7778,6
胼,0.0395,1,月,21151.9802,115,并,470.9877,7
眸,7.4716,4,目,12024.3309,58,牟,8.0247,2
银,153.8914,49,钅,3731.8272,120,艮,5566.3062,16
缴,9.0914,11,纟,11417.6494,100,敫,298.5778,3
骆,4.5827,1,马,1869.2049,34,各,2410.8593,18
洗,292.9926,49,氵,19088.7556,238,先,1045.116,3
徘,7.8272,1,彳,11952.2173,29,非,1368.5778,18
徊,7.916,1,彳,11952.2173,29,回,9.5852,3
愿,467.037,31,心,19695.9012,59,原,620.9185,3
蟋,1.3432,1,虫,1653.4963,97,悉,1.3432,1
蟀,1.4617,1,虫,1653.4963,97,率,41.1407,2
绮,2.484,1,纟,11417.6494,100,奇,155.7136,10
毕,90.0049,7,比,1595.1802,4,比,265.3136,12
饶,12.3556,12,饣,1257.0617,27,尧,310.7951,12
恕,11.7877,3,心,19695.9012,59,如,39.8864,3
彰,6.0198,3,彡,1258.0444,9,章,50.8889,6
籽,5.2889,5,米,2111.0864,32,子,814.879,6
嗒,10.079,3,口,50016.563,297,荅,240.237,5
佛,122.7605,30,亻,51543.5654,164,弗,517.1704,7
晖,2.9432,1,日,29708.8296,72,军,220.1235,8
状,140.4049,45,犬,278.0642,7,丬,254.7704,3
箭,24.2667,15,⺮,5914.6074,56,前,136.5975,3
拴,2.9235,2,扌,19245.0025,233,全,14.5136,4
始,796.6667,27,女,18584.642,96,台,1044.4,12
藩,1.4519,1,艹,9164.7556,191,潘,1.4519,1
篱,2.484,5,⺮,5914.6074,56,离,538.1481,4
烧,170.3309,40,火,3108.6963,70,尧,310.7951,12
阎,1.8815,3,门,3881.6296,28,臽,104.6469,6
诞,95.9901,11,讠,19842.7358,108,延,98.9728,4
睫,11.5012,4,目,12024.3309,58,疌,110.6074,2
召,143.1457,14,口,50016.563,297,刀,159.6444,2
唤,145.0617,9,口,50016.563,297,奂,503.4765,5
栅,2.7309,4,木,23327.0765,210,册,19.037,3
栏,18.6025,18,木,23327.0765,210,兰,149.8222,3
卷,83.8173,37,卩,1157.2494,9,卷,224.7605,7
祸,32.484,27,礻,4131.121,25,呙,278.3309,8
将,930.0741,40,寸,4525.4173,11,将,938.2914,3
琢,6.316,3,王,7173.763,52,豖,8.4148,3
颂,4.5481,9,页,3263.0321,33,公,230.6469,6
汽,73.2543,28,氵,19088.7556,238,气,73.363,2
翱,1.0667,1,羽,547.4469,17,皋,1.0667,1
芽,10.0247,10,艹,9164.7556,191,牙,575.3481,7
添,41.5407,14,氵,19088.7556,238,忝,51.0123,2
假,466.8049,75,亻,51543.5654,164,叚,490.316,5
咂,0.9037,1,口,50016.563,297,匝,52.1679,2
憨,6.6321,2,心,19695.9012,59,敢,19.8617,3
烈,102.8296,29,灬,6163.1901,20,列,215.1111,7
拇,6.7704,3,扌,19245.0025,233,母,1050.7407,4
仗,25.5012,16,亻,51543.5654,164,丈,40.9481,2
妨,13.8519,5,女,18584.642,96,方,2059.4617,12
圆,110.4296,51,囗,7478.8593,24,员,158.5481,4
裕,7.6593,5,衤,1737.6593,32,谷,217.5506,4
侠,69.2444,12,亻,51543.5654,164,夹,100.4889,7
绒,51.5704,27,纟,11417.6494,100,戎,51.5704,1
蹋,2.5827,1,足,2994.2815,62,𦐇,2.5827,1
裔,4.884,7,衣,2158.1333,18,衣,248.1037,4
融,47.1556,20,虫,1653.4963,97,虫,115.837,2
掷,4.8889,5,扌,19245.0025,233,郑,5.0123,2
那,3633.7679,29,阝,12852.079,66,那,4446.2765,4
烫,30.0198,6,火,3108.6963,70,汤,30.0198,1
份,304.3012,16,亻,51543.5654,164,分,903.2593,12
蕴,3.679,5,艹,9164.7556,191,缊,3.679,1
鲸,6.8988,4,鱼,641.842,32,京,676.9185,7
祈,48.0198,6,礻,4131.121,25,斤,2763.679,8
途,87.037,24,辶,28384.0494,81,余,522.6765,8
蝉,55.6691,5,虫,1653.4963,97,单,213.5012,7
瑕,6.2963,2,王,7173.763,52,叚,490.316,5
疵,3.6889,2,疒,1856.2963,68,此,78.6469,7
毋,3.0914,3,毋,3.0914,1,母,1050.7407,4
臊,1.4469,2,月,21151.9802,115,喿,268.9926,6
趁,42.2815,5,走,6645.7432,14,㐱,181.1704,3
摩,168.5728,18,手,3662.2469,15,麻,767.9358,6
株,4.716,4,木,23327.0765,210,朱,142.1975,9
悦,71.2247,12,忄,9431.3086,100,兑,3850.6222,7
踌,1.2543,3,足,2994.2815,62,寿,105.7778,6
躇,1.3679,3,足,2994.2815,62,著,1.3679,1
嗲,8.3506,1,口,50016.563,297,爹,8.3506,1
械,12.237,15,木,23327.0765,210,戒,16.1975,2
座,684.558,51,广,5275.8617,28,坐,707.2049,5
扳,6.6568,6,扌,19245.0025,233,反,1684.637,9
蓄,12.5086,15,艹,9164.7556,191,畜,15.0025,2
沟,39.9753,18,氵,19088.7556,238,勾,242.7358,4
堑,0.8247,2,土,17088.4346,84,斩,118.563,5
赃,2.3654,7,贝,3940.7309,52,庄,89.7531,3
踪,67.2988,8,足,2994.2815,62,宗,272.4494,6
寐,3.6593,3,宀,14193.9605,51,未,820.7358,7
毽,0.3457,1,毛,365.6148,5,建,384.1086,4
晃,25.7827,9,日,29708.8296,72,光,37.921,4
邦,34.5432,10,阝,12852.079,66,丰,35.9802,2
樵,0.9975,1,木,23327.0765,210,焦,120.1877,6
涯,38.2963,2,氵,19088.7556,238,厓,88.2765,3
擅,13.9259,2,扌,19245.0025,233,亶,31.9704,4
媾,0.1778,1,女,18584.642,96,冓,1.6099,2
喻,9.1605,8,口,50016.563,297,俞,434.2568,11
茂,10.237,6,艹,9164.7556,191,戊,10.237,1
烩,2.3111,2,火,3108.6963,70,会,38.958,6
孩,758.1975,18,子,6417.5605,26,亥,2016.8395,10
构,43.1062,17,木,23327.0765,210,勾,242.7358,4
踏,54.4889,21,足,2994.2815,62,沓,54.4889,1
挫,21.1852,7,扌,19245.0025,233,坐,707.2049,5
璐,3.5407,0,王,7173.763,52,路,120.4346,4
揶,0.2123,1,扌,19245.0025,233,耶,9.6296,2
揄,0.2173,1,扌,19245.0025,233,俞,434.2568,11
庞,13.2494,5,广,5275.8617,28,龙,231.2296,13
蝮,0.1136,1,虫,1653.4963,97,复,413.5753,3
蛇,35.1753,17,虫,1653.4963,97,它,71.8667,10
扭,32.5877,12,扌,19245.0025,233,丑,135.0765,5
挠,6.5185,5,扌,19245.0025,233,尧,310.7951,12
屑,10.3111,6,尸,2394.4642,27,肖,786.0395,16
熔,2.8938,8,火,3108.6963,70,容,28.158,4
姚,13.0963,0,女,18584.642,96,兆,668.963,8
痨,0.8198,1,疒,1856.2963,68,劳,38.5531,4
瘦,80.1679,15,疒,1856.2963,68,叟,182.1679,8
纬,2.7012,8,纟,11417.6494,100,韦,582.8593,7
堕,11.9704,3,土,17088.4346,84,陏,12.5975,2
所,1250.5827,114,戶,2274.1827,8,斤,2763.679,8
孢,0.7062,2,子,6417.5605,26,包,982.5383,16
