simp,freq,famsize,semrad,semfreq,semfamsize,phon,phonfreq,phonfam
呔,0.3654,0,口,50016.563,297,太,504.879,5
鄂,2.0395,0,阝,12852.079,66,咢,11.6444,5
楸,0.1827,0,木,23327.0765,210,秋,60.1136,6
啫,2.0049,0,口,50016.563,297,者,4725.4617,16
鲥,0.1086,1,鱼,641.842,32,时,0.1086,1
揾,1.7185,0,扌,19245.0025,233,昷,328.9975,5
岘,4.3506,1,山,1569.0568,42,见,2319.8963,5
镐,12.084,0,钅,3731.8272,120,高,436.5284,7
蚝,4.1728,0,虫,1653.4963,97,毛,29.6938,3
锶,0.1481,0,钅,3731.8272,120,思,12.8198,4
呲,2.0247,0,口,50016.563,297,此,78.6469,7
嘚,2.4148,0,口,50016.563,297,得,2.4148,1
捋,0.479,0,扌,19245.0025,233,寽,0.479,1
蛐,0.1481,1,虫,1653.4963,97,曲,0.1481,1
怔,0.7457,1,忄,9431.3086,100,正,959.4667,6
啐,0.237,0,口,50016.563,297,卒,142.0988,8
陇,1.0568,1,阝,12852.079,66,龙,231.2296,13
噌,0.6568,0,口,50016.563,297,曾,692.4988,7
铪,0.1778,0,钅,3731.8272,120,合,3729.6741,12
冧,0.7012,0,冖,1009.2148,11,林,154.4593,6
唰,0.7951,0,口,50016.563,297,刷,5.0568,2
硒,0.8346,0,石,1850.5235,61,西,177.679,6
萘,0.1185,0,艹,9164.7556,191,奈,0.1185,1
镉,0.7506,0,钅,3731.8272,120,鬲,85.2889,4
嘬,0.3111,0,口,50016.563,297,最,3.516,2
氙,0.1778,1,气,1142.9185,14,山,18.4049,5
钯,0.1185,0,钅,3731.8272,120,巴,5324.5086,12
鳃,0.4346,0,鱼,641.842,32,思,12.8198,4
硌,0.2469,0,石,1850.5235,61,各,2410.8593,18
氚,0.0642,0,气,1142.9185,14,川,169.8222,3
桖,0.0593,0,木,23327.0765,210,血,12.9728,3
噔,1.2494,0,口,50016.563,297,登,56.2963,7
榎,0.0691,0,木,23327.0765,210,夏,36.2716,3
沭,0.2272,0,氵,19088.7556,238,术,270.1481,4
锰,0.316,1,钅,3731.8272,120,孟,77.7284,3
鸫,0.0741,0,鸟,608.1975,42,东,136.1136,3
洌,0.1679,1,氵,19088.7556,238,列,215.1111,7
铥,0.1432,0,钅,3731.8272,120,丢,0.1432,1
鞘,0.7951,2,革,426.4889,10,肖,786.0395,16
熵,0.0593,0,火,3108.6963,70,商,0.0593,1
钹,0.0988,1,钅,3731.8272,120,犮,46.9778,3
髑,0.1284,1,骨,380.6815,11,蜀,4.8049,3
嗌,0.642,0,口,50016.563,297,益,29.5358,4
铱,0.084,0,钅,3731.8272,120,衣,248.1037,4
锗,0.2272,0,钅,3731.8272,120,者,4725.4617,16
栎,0.9333,0,木,23327.0765,210,乐,5.3926,4
朲,0.163,0,木,23327.0765,210,人,560.479,2
蝻,0.0444,0,虫,1653.4963,97,南,10.8099,3
锕,0.6074,0,钅,3731.8272,120,阿,3243.2099,3
腚,0.879,0,月,21151.9802,115,定,36.1086,6
唻,0.2123,0,口,50016.563,297,來,0.2123,1
楦,0.0889,1,木,23327.0765,210,宣,23.3235,5
蚶,0.2123,0,虫,1653.4963,97,甘,9.2444,9
裇,0.0247,0,礻,4131.121,25,血,12.9728,3
钕,0.1877,0,钅,3731.8272,120,女,2.8741,2
呡,0.0444,0,口,50016.563,297,民,214.8938,5
炆,0.1778,0,火,3108.6963,70,文,147.5654,10
橹,0.158,0,木,23327.0765,210,鲁,20.6667,3
唵,0.2667,0,口,50016.563,297,奄,110.321,8
呶,0.0741,0,口,50016.563,297,奴,295.3877,5
糍,1.3037,0,米,2111.0864,32,兹,100.721,6
抺,0.1037,0,扌,19245.0025,233,未,820.7358,7
铯,0.0296,0,钅,3731.8272,120,色,0.0296,1
淖,0.2914,0,氵,19088.7556,238,卓,463.684,6
镚,0.1284,0,钅,3731.8272,120,崩,12.6173,3
潞,0.237,0,氵,19088.7556,238,路,120.4346,4
砹,0.0198,0,石,1850.5235,61,艾,167.7827,2
黩,0.0148,1,黑,676.8296,10,卖,698.1531,8
萁,0.0494,0,艹,9164.7556,191,其,1622.6914,13
彽,0.0148,0,彳,11952.2173,29,氐,684.6815,9
掾,0.0198,0,扌,19245.0025,233,彖,0.0741,2
椁,0.0198,0,木,23327.0765,210,享,72.7605,6
滦,0.321,1,氵,19088.7556,238,栾,0.321,1
椴,0.0543,1,木,23327.0765,210,段,20.5037,4
骝,0.3753,0,马,1869.2049,34,留,59.5062,6
嗐,0.0296,0,口,50016.563,297,害,78.8198,5
诃,0.6864,0,讠,19842.7358,108,可,1680.4889,10
佷,0.2222,0,亻,51543.5654,164,艮,5566.3062,16
秸,0.1284,0,禾,3095.6593,38,吉,833.2889,8
哬,0.0444,0,口,50016.563,297,何,36.163,2
钌,0.0198,0,钅,3731.8272,120,了,78.6469,3
糁,0.084,0,米,2111.0864,32,参,124.637,5
跆,1.5259,1,足,2994.2815,62,台,1044.4,12
刽,0.7704,1,刂,10927.3679,39,会,38.958,6
锏,0.7506,1,钅,3731.8272,120,间,251.4963,3
佼,0.8938,1,亻,51543.5654,164,交,676.4988,16
漉,1.7383,1,氵,19088.7556,238,鹿,4.2519,4
槲,0.2025,1,木,23327.0765,210,斛,0.2025,1
铵,0.3012,1,钅,3731.8272,120,安,433.4617,8
榉,0.1136,1,木,23327.0765,210,举,0.1136,1
垩,0.158,1,土,17088.4346,84,亚,13.8519,3
飕,1.0074,2,风,763.8025,7,叟,182.1679,8
恹,0.2074,1,忄,9431.3086,100,厌,2.8049,3
赳,0.2765,1,走,6645.7432,14,丩,1393.7827,4
溴,0.1383,1,氵,19088.7556,238,臭,10.6815,3
鲛,0.2469,1,鱼,641.842,32,交,676.4988,16
梆,0.5235,1,木,23327.0765,210,邦,826.3457,3
捩,0.0741,1,扌,19245.0025,233,戾,0.2864,2
黢,0.1086,1,黑,676.8296,10,夋,167.7432,11
皑,1.6395,2,白,33709.0272,11,岂,99.9556,5
蕨,0.316,1,艹,9164.7556,191,厥,3.2444,5
俣,0.0395,1,亻,51543.5654,164,吴,175.9802,5
铮,1.4074,1,钅,3731.8272,120,争,446.9975,8
岌,0.8198,1,山,1569.0568,42,及,1055.7827,6
镳,0.9432,1,钅,3731.8272,120,麃,0.9432,1
滔,3.521,3,氵,19088.7556,238,舀,43.7383,4
迢,1.7383,1,辶,28384.0494,81,召,2008.9086,12
咄,1.9111,1,口,50016.563,297,出,68.0444,6
蹶,0.6519,1,足,2994.2815,62,厥,3.2444,5
铤,0.3012,1,钅,3731.8272,120,廷,339.1457,6
肓,0.6173,1,月,21151.9802,115,亡,723.1605,8
奕,19.5012,1,大,16670.0889,29,亦,107.7235,3
睽,0.5877,1,目,12024.3309,58,癸,8.6074,2
忡,0.6765,1,忄,9431.3086,100,中,1878.0988,9
浃,0.3951,1,氵,19088.7556,238,夹,100.4889,7
栩,0.9679,1,木,23327.0765,210,羽,1.6988,2
绔,0.3605,1,纟,11417.6494,100,夸,46.7062,5
缛,0.1679,1,纟,11417.6494,100,辱,1.2346,2
榭,0.8741,1,木,23327.0765,210,射,962.2025,3
篑,0.3259,1,竹,50.1926,2,贵,163.3728,6
锒,0.1481,1,钅,3731.8272,120,良,1050.8198,11
黔,1.2049,1,黑,676.8296,10,今,475.5951,8
瘁,2.6222,3,疒,1856.2963,68,卒,142.0988,8
罔,0.3605,1,冂,2063.0025,8,亡,723.1605,8
砥,0.4889,1,石,1850.5235,61,氐,684.6815,9
儆,0.3654,2,亻,51543.5654,164,敬,268.0494,3
荜,0.0988,1,艹,9164.7556,191,毕,2.1481,2
绌,0.1284,1,纟,11417.6494,100,出,68.0444,6
醍,0.4543,1,酉,1758.6815,30,是,1202.6914,5
醐,0.3605,1,酉,1758.6815,30,胡,232.5827,8
孜,2.2222,1,子,6417.5605,26,子,814.879,6
庖,0.2914,1,广,5275.8617,28,包,982.5383,16
蜃,0.642,1,虫,1653.4963,97,辰,289.3333,6
蹑,0.3111,1,足,2994.2815,62,聂,98.484,5
惴,0.3802,1,忄,9431.3086,100,耑,510.8247,6
赅,0.3012,1,贝,3940.7309,52,亥,2016.8395,10
濡,2.9679,2,氵,19088.7556,238,需,36.5333,6
沆,0.2519,1,氵,19088.7556,238,亢,326.8296,9
瀣,0.0691,1,氵,19088.7556,238,韰,0.0691,1
迩,2.8642,2,辶,28384.0494,81,尔,15873.0272,5
铩,0.0741,1,钅,3731.8272,120,杀,431.1309,3
鹜,0.4049,1,鸟,608.1975,42,敄,0.958,2
骛,0.5531,1,马,1869.2049,34,敄,0.958,2
恻,0.9975,1,忄,9431.3086,100,则,363.9654,5
歃,0.0444,1,欠,3701.916,13,臿,60.0395,2
痍,0.3309,1,疒,1856.2963,68,夷,85.6691,4
颦,0.6716,1,页,3263.0321,33,频,2.6864,2
幄,0.637,1,巾,5269.7481,32,屋,172.3457,5
殚,0.0889,1,歹,1254.7407,15,单,213.5012,7
脍,0.2272,1,月,21151.9802,115,会,38.958,6
蹴,0.237,1,足,2994.2815,62,就,0.6519,2
渭,0.9827,1,氵,19088.7556,238,胃,93.0864,3
睚,0.1975,1,目,12024.3309,58,厓,88.2765,3
眦,0.242,1,目,12024.3309,58,此,78.6469,7
娓,0.3852,1,女,18584.642,96,尾,0.3852,1
骜,0.2667,1,马,1869.2049,34,敖,146.3012,7
伥,0.0691,1,亻,51543.5654,164,长,700.4099,6
锱,0.1086,1,钅,3731.8272,120,甾,0.1284,2
牍,0.079,1,片,2075.0123,5,卖,698.1531,8
唳,0.2123,1,口,50016.563,297,戾,0.2864,2
垣,1.116,1,土,17088.4346,84,亘,64.4988,3
飒,0.6963,2,风,763.8025,7,立,552.0346,8
韬,1.1753,1,韦,231.7778,4,舀,43.7383,4
偃,3.0667,1,亻,51543.5654,164,匽,3.0667,1
餮,5.0667,1,食,717.1111,5,殄,5.0667,1
鳏,0.2469,1,鱼,641.842,32,眔,0.2469,1
喑,0.1235,1,口,50016.563,297,音,155.9111,4
枥,0.1235,1,木,23327.0765,210,历,15.1111,4
咤,0.6519,1,口,50016.563,297,宅,3.1901,2
